moisture,temperature,ec,pH,nitrogen,phosphorous,potassium,growth_stages,urea_status,nps_status,urea_dose,nps_dose
34.9,32.2,0.66,7.0,9.6,9.6,12.6,Vegetative,Deficient,Balanced,17.86,0.0
29.9,27.8,0.859,6.0,46.2,4.8,19.8,Vegetative,Balanced,Balanced,0.0,0.0
39.3,33.7,0.8,7.3,32.4,1.8,24.0,Vegetative,Balanced,Deficient,0.0,4.717
39.6,36.6,0.863,5.9,20.4,17.4,12.0,Vegetative,Deficient,Balanced,6.835,0.0
25.2,36.8,0.361,3.1,45.0,1.2,18.6,Vegetative,Balanced,Deficient,0.0,0.001
39.2,29.2,0.916,3.8,42.6,16.2,10.8,Vegetative,Balanced,Balanced,0.0,0.0
36.8,27.8,0.323,7.2,52.8,9.6,26.4,Vegetative,Balanced,Balanced,0.0,0.0
28.6,31.6,0.882,7.5,34.8,16.2,4.2,Vegetative,Balanced,Balanced,0.0,0.0
25.7,30.3,0.923,4.1,52.8,15.0,3.6,Vegetative,Balanced,Balanced,0.0,0.0
32.2,33.9,0.936,7.4,29.4,12.6,3.6,Vegetative,Balanced,Balanced,0.0,0.0
33.7,29.5,0.801,3.2,52.2,7.2,27.6,Vegetative,Balanced,Balanced,0.0,0.0
39.4,28.2,0.971,5.0,8.4,15.0,11.4,Vegetative,Deficient,Balanced,5.321,0.0
33.0,28.5,0.63,8.5,43.2,15.0,21.0,Vegetative,Balanced,Balanced,0.0,0.0
38.3,32.2,0.472,5.3,18.0,16.2,18.0,Vegetative,Deficient,Balanced,5.481,0.0
34.9,34.6,0.226,4.7,32.4,10.2,0.0,Vegetative,Balanced,Balanced,0.0,0.0
39.6,36.2,0.953,8.3,17.4,17.4,22.2,Vegetative,Deficient,Balanced,0.422,0.0
26.8,35.3,0.832,6.4,25.8,1.2,30.0,Fruiting,Balanced,Deficient,0.0,22.993
37.8,29.0,0.545,7.4,9.0,16.8,12.6,Fruiting,Deficient,Balanced,0.291,0.0
29.9,36.1,0.421,8.0,16.2,0.0,1.2,Fruiting,Balanced,Deficient,0.0,5.525
35.1,27.9,0.527,5.1,3.6,6.6,1.8,Fruiting,Deficient,Deficient,1.795,1.359
39.1,28.5,0.144,5.9,36.0,13.8,21.0,Fruiting,Balanced,Balanced,0.0,0.0
36.3,36.6,0.799,5.2,24.0,7.8,26.4,Fruiting,Balanced,Deficient,0.0,0.435
28.5,30.3,0.43,8.8,24.6,0.0,28.2,Fruiting,Balanced,Deficient,0.0,0.512
29.7,31.0,0.426,3.5,33.6,15.6,19.8,Fruiting,Balanced,Balanced,0.0,0.0
27.0,34.0,0.187,4.1,34.2,0.6,24.6,Fruiting,Balanced,Deficient,0.0,0.357
34.2,33.6,0.151,8.8,19.8,16.8,27.6,Fruiting,Balanced,Balanced,0.0,0.0
36.6,36.2,0.823,5.0,16.2,10.8,26.4,Fruiting,Balanced,Balanced,0.0,0.0
26.9,29.7,,5.9,10.8,1.8,19.2,Fruiting,Balanced,Deficient,0.0,29.549
33.6,34.9,0.253,7.7,6.0,12.6,16.2,Fruiting,Deficient,Balanced,1.188,0.0
32.4,36.9,0.748,5.4,26.4,15.6,5.4,Fruiting,Balanced,Balanced,0.0,0.0
25.9,35.6,0.621,4.8,19.8,4.2,24.6,Fruiting,Balanced,Deficient,0.0,1.532
35.4,36.2,0.329,8.4,47.4,4.2,22.2,Fruiting,Balanced,Deficient,0.0,0.973
29.1,29.2,0.82,4.2,45.0,8.4,4.8,Fruiting,Balanced,Balanced,0.0,0.0
28.5,36.7,0.89,5.7,18.0,13.8,22.8,Fruiting,Balanced,Balanced,0.0,0.0
28.7,33.7,0.507,4.3,26.4,12.0,2.4,Fruiting,Balanced,Balanced,0.0,0.0
28.1,32.7,0.599,3.7,39.0,6.0,5.4,Fruiting,Balanced,Deficient,0.0,0.018
38.0,33.5,0.019,3.1,15.6,4.2,1.8,Fruiting,Balanced,Deficient,0.0,0.002
30.0,30.8,0.458,4.4,52.2,4.2,13.8,Fruiting,Balanced,Deficient,0.0,0.498
31.9,28.3,0.726,9.0,22.2,12.0,6.0,Fruiting,Balanced,Balanced,0.0,0.0
31.6,28.8,0.01,7.5,41.4,13.2,0.6,Fruiting,Balanced,Balanced,0.0,0.0
39.8,36.9,0.908,8.5,18.0,7.2,6.6,Fruiting,Balanced,Deficient,0.0,0.151
25.4,29.7,0.485,4.6,38.4,15.0,24.0,Fruiting,Balanced,Balanced,0.0,0.0
35.6,34.0,0.225,5.1,33.6,1.2,14.4,Fruiting,Balanced,Deficient,0.0,6.331
38.9,33.8,0.164,7.5,52.8,12.6,1.2,Fruiting,Balanced,Balanced,0.0,0.0
27.3,27.9,0.709,8.2,37.8,12.6,19.2,Fruiting,Balanced,Balanced,0.0,0.0
31.2,29.5,0.729,4.8,38.4,8.4,26.4,Fruiting,Balanced,Balanced,0.0,0.0
28.6,31.7,0.683,8.1,32.4,10.2,5.4,Fruiting,Balanced,Balanced,0.0,0.0
34.4,29.4,0.042,7.2,22.8,4.8,12.0,Fruiting,Balanced,Deficient,0.0,10.377
26.7,36.8,0.096,8.5,39.6,7.8,1.8,Fruiting,Balanced,Deficient,0.0,0.093
33.0,34.6,0.646,3.2,27.0,7.8,3.6,Fruiting,Balanced,Balanced,0.0,0.0
29.2,34.3,0.625,5.6,4.8,13.8,11.4,Fruiting,Deficient,Balanced,3.673,0.0
33.5,35.0,0.192,4.1,21.6,3.0,16.8,Fruiting,Balanced,Deficient,0.0,0.245
27.6,36.7,0.577,5.6,6.0,15.6,19.8,Fruiting,Deficient,Balanced,2.788,0.0
34.1,27.6,0.342,6.7,47.4,10.2,15.6,Fruiting,Balanced,Balanced,0.0,0.0
36.7,28.2,0.16,8.8,11.4,6.6,10.8,Fruiting,Balanced,Deficient,0.0,0.114
29.8,28.2,0.932,7.9,51.0,12.6,1.2,Fruiting,Balanced,Balanced,0.0,0.0
28.9,33.9,0.954,3.7,27.6,7.2,10.2,Fruiting,Balanced,Deficient,0.0,0.007
36.1,36.0,0.462,3.7,7.8,9.0,30.0,Fruiting,Deficient,Balanced,0.018,0.0
32.0,35.4,0.05,4.1,10.8,2.4,30.0,Fruiting,Balanced,Deficient,0.0,0.285
39.5,29.5,0.704,8.0,0.6,13.8,10.2,Fruiting,Deficient,Balanced,1.117,0.0
39.1,28.0,0.667,,4.2,2.4,18.6,Fruiting,Balanced,Deficient,0.0,20.694
27.3,28.2,0.274,5.1,13.8,15.0,18.0,Fruiting,Balanced,Balanced,0.0,0.0
35.1,29.1,0.319,3.8,0.6,16.2,4.2,Fruiting,Deficient,Balanced,0.143,0.0
35.7,30.7,0.492,5.1,20.4,4.8,7.8,Fruiting,Balanced,Deficient,0.0,2.843
26.6,31.7,0.871,6.0,26.4,13.8,15.0,Fruiting,Balanced,Balanced,0.0,0.0
31.4,27.7,0.022,7.0,3.0,0.0,9.0,Fruiting,Balanced,Deficient,0.0,29.889
33.5,34.3,0.287,7.9,23.4,1.8,15.6,Fruiting,Balanced,Deficient,0.0,5.681
33.6,32.7,0.828,7.4,17.4,7.8,4.2,Fruiting,Balanced,Deficient,0.0,0.855
32.2,36.8,0.645,8.1,32.4,10.2,,Fruiting,Balanced,Balanced,0.0,0.0
34.1,35.7,0.903,6.6,43.2,11.4,24.0,Fruiting,Balanced,Balanced,0.0,0.0
36.7,28.7,0.378,4.2,3.0,12.6,21.0,Fruiting,Deficient,Balanced,0.351,0.0
25.8,29.2,0.399,6.3,25.8,9.0,15.0,Fruiting,Balanced,Balanced,0.0,0.0
38.5,36.9,0.586,8.7,9.0,2.4,13.2,Fruiting,Balanced,Deficient,0.0,0.488
37.7,29.2,0.912,7.5,51.6,3.6,18.6,Fruiting,Balanced,Deficient,0.0,6.761
32.7,31.6,0.426,7.3,40.8,1.2,7.2,Fruiting,Balanced,Deficient,0.0,16.592
39.7,27.8,0.644,5.1,5.4,8.4,12.0,Fruiting,Deficient,Balanced,1.563,0.0
28.2,36.7,0.631,5.1,18.6,15.0,13.8,Fruiting,Balanced,Balanced,0.0,0.0
27.4,32.6,0.991,7.2,1.2,13.2,24.0,Fruiting,Deficient,Balanced,5.497,0.0
28.9,33.1,0.358,7.1,30.6,0.0,12.0,Fruiting,Balanced,Deficient,0.0,24.729
38.4,30.9,0.944,5.7,36.0,12.6,24.6,Fruiting,Balanced,Balanced,0.0,0.0
36.0,32.8,0.818,3.2,1.8,6.0,25.8,Fruiting,Deficient,Deficient,0.01,0.002
32.8,30.5,0.338,6.0,34.8,15.0,10.2,Fruiting,Balanced,Balanced,0.0,0.0
31.7,34.6,0.276,4.9,49.2,12.0,15.0,Fruiting,Balanced,Balanced,0.0,0.0
30.1,28.8,0.751,7.7,52.2,4.2,21.6,Fruiting,Balanced,Deficient,0.0,4.501
32.1,34.3,0.804,6.2,50.4,1.2,25.8,Fruiting,Balanced,Deficient,0.0,21.877
36.3,35.8,0.931,3.5,37.8,12.0,15.6,Fruiting,Balanced,Balanced,0.0,0.0
33.8,37.0,0.415,7.9,9.0,12.0,25.8,Fruiting,Deficient,Balanced,0.094,0.0
28.8,33.0,0.842,5.1,47.4,6.0,10.2,Fruiting,Balanced,Deficient,0.0,1.612
38.0,35.3,0.398,6.8,21.6,15.0,25.2,Fruiting,Balanced,Balanced,0.0,0.0
29.9,28.6,0.448,3.4,22.8,3.6,26.4,Fruiting,Balanced,Deficient,0.0,0.01
35.7,35.4,0.675,5.0,39.0,17.4,19.8,Fruiting,Balanced,Balanced,0.0,0.0
34.0,33.4,0.702,3.9,33.0,18.0,24.0,Fruiting,Balanced,Balanced,0.0,0.0
26.1,32.5,0.101,4.4,49.2,15.0,7.8,Fruiting,Balanced,Balanced,0.0,0.0
39.5,35.7,0.341,4.6,1.2,12.0,21.6,Fruiting,Deficient,Balanced,1.281,0.0
35.9,29.6,0.568,4.3,30.0,7.2,12.0,Fruiting,Balanced,Deficient,0.0,0.091
32.5,35.1,0.606,8.6,25.8,11.4,1.2,Fruiting,Balanced,Balanced,0.0,0.0
38.7,35.8,0.142,6.2,21.6,0.0,12.6,Fruiting,Balanced,Deficient,0.0,32.728
28.7,36.1,0.021,6.3,39.6,9.6,10.2,Fruiting,Balanced,Balanced,0.0,0.0
30.6,34.6,0.801,8.6,31.2,4.8,11.4,Fruiting,Balanced,Deficient,0.0,0.369
32.1,31.8,0.052,4.8,26.4,12.0,27.0,Fruiting,Balanced,Balanced,0.0,0.0
29.0,28.7,0.795,5.7,39.0,7.2,3.6,Fruiting,Balanced,Deficient,0.0,2.2
26.4,34.2,0.952,7.3,52.8,11.4,10.2,Fruiting,Balanced,Balanced,0.0,0.0
31.5,34.5,0.213,5.4,42.6,4.2,29.4,Fruiting,Balanced,Deficient,0.0,6.588
36.8,30.1,0.116,3.5,38.4,5.4,13.2,Fruiting,Balanced,Deficient,0.0,0.011
32.0,28.5,0.511,5.8,2.4,13.8,3.0,Fruiting,Deficient,Balanced,7.07,0.0
35.3,28.9,0.028,6.9,53.4,15.0,1.2,Fruiting,Balanced,Balanced,0.0,0.0
30.8,30.2,0.221,6.7,4.8,1.8,4.8,Fruiting,Balanced,Deficient,0.0,26.007
30.1,29.7,0.634,4.2,1.2,3.6,6.0,Fruiting,Deficient,Deficient,0.296,0.268
32.6,35.9,0.547,8.0,19.2,3.0,7.8,Fruiting,Balanced,Deficient,0.0,3.364
27.8,33.9,0.266,8.0,42.6,1.2,16.8,Fruiting,Balanced,Deficient,0.0,4.982
36.2,28.7,0.974,8.8,3.0,15.0,15.6,Fruiting,Deficient,Balanced,0.032,0.0
38.0,30.3,0.586,5.0,7.8,6.6,5.4,Fruiting,Deficient,Deficient,0.117,1.059
37.9,36.5,0.098,8.9,33.6,1.2,9.6,Fruiting,Balanced,Deficient,0.0,0.338
33.0,29.8,0.732,6.2,38.4,9.6,5.4,Fruiting,Balanced,Balanced,0.0,0.0
27.5,31.6,0.805,3.9,13.8,15.6,28.8,Fruiting,Balanced,Balanced,0.0,0.0
31.4,33.6,0.613,4.3,49.8,1.2,13.8,Fruiting,Balanced,Deficient,0.0,0.581
26.9,30.1,0.001,4.6,39.0,5.4,21.0,Flowering,Balanced,Balanced,0.0,0.0
39.7,36.1,0.118,6.5,50.4,12.6,22.2,Flowering,Balanced,Balanced,0.0,0.0
32.4,32.4,0.078,6.2,34.8,6.0,15.6,Flowering,Balanced,Balanced,0.0,0.0
34.1,28.6,0.535,7.9,27.0,3.0,21.6,Flowering,Balanced,Deficient,0.0,0.918
34.4,30.7,0.434,4.2,46.8,7.8,18.0,Flowering,Balanced,Balanced,0.0,0.0
37.0,35.0,0.819,6.0,18.6,4.8,25.8,Flowering,Balanced,Balanced,0.0,0.0
28.9,32.3,0.747,4.0,33.0,9.0,3.6,Flowering,Balanced,Balanced,0.0,0.0
26.1,36.6,0.604,7.7,33.0,10.8,14.4,Flowering,Balanced,Balanced,0.0,0.0
26.8,32.3,0.259,8.2,28.8,6.6,25.8,Flowering,Balanced,Balanced,0.0,0.0
26.6,33.3,0.916,5.6,2.4,15.0,17.4,Flowering,Deficient,Balanced,9.514,0.0
35.1,32.2,0.804,5.2,26.4,14.4,26.4,Flowering,Balanced,Balanced,0.0,0.0
32.6,28.0,0.24,3.1,41.4,8.4,10.8,Flowering,Balanced,Balanced,0.0,0.0
29.5,31.2,0.458,6.1,12.0,7.8,15.0,Flowering,Deficient,Balanced,5.292,0.0
30.8,33.7,0.912,5.7,28.2,6.0,4.8,Flowering,Balanced,Balanced,0.0,0.0
36.9,33.8,0.71,6.9,45.0,15.6,16.8,Flowering,Balanced,Balanced,0.0,0.0
30.7,34.8,0.845,4.6,52.8,9.6,13.8,Flowering,Balanced,Balanced,0.0,0.0
39.9,35.9,0.82,6.5,39.0,12.0,25.8,Flowering,Balanced,Balanced,0.0,0.0
34.3,33.2,0.518,8.4,34.2,13.2,12.0,Flowering,Balanced,Balanced,0.0,0.0
28.3,29.8,0.409,5.2,19.8,5.4,28.2,Flowering,Balanced,Balanced,0.0,0.0
38.1,30.0,0.351,8.6,44.4,1.2,16.8,Flowering,Balanced,Deficient,0.0,0.372
30.9,30.1,0.207,6.3,48.6,16.2,22.2,Flowering,Balanced,Balanced,0.0,0.0
30.4,35.9,0.716,8.6,13.8,9.6,11.4,Flowering,Deficient,Balanced,0.034,0.0
28.9,36.7,0.731,5.7,43.8,8.4,26.4,Flowering,Balanced,Balanced,0.0,0.0
37.7,35.4,0.053,6.2,22.8,6.6,25.8,Flowering,Balanced,Balanced,0.0,0.0
25.5,34.2,0.716,5.3,24.6,9.0,10.2,Flowering,Balanced,Balanced,0.0,0.0
27.1,29.8,0.357,8.3,48.0,15.0,26.4,Flowering,Balanced,Balanced,0.0,0.0
37.3,35.1,0.264,3.9,3.0,15.6,21.0,Flowering,Deficient,Balanced,0.3,0.0
29.4,31.5,0.345,6.7,48.6,9.6,10.2,Flowering,Balanced,Balanced,0.0,0.0
30.5,36.6,0.484,7.6,39.0,9.0,1.2,Flowering,Balanced,Balanced,0.0,0.0
35.7,28.8,0.895,8.3,39.0,3.6,25.2,Flowering,Balanced,Deficient,0.0,0.138
36.7,34.0,0.487,6.6,40.2,1.8,26.4,Flowering,Balanced,Deficient,0.0,8.779
34.3,34.1,0.612,4.6,15.6,1.2,12.6,Flowering,Balanced,Deficient,0.0,0.631
29.6,33.0,0.7,6.9,12.0,10.8,13.2,Flowering,Deficient,Balanced,4.508,0.0
36.8,32.9,0.708,3.9,29.4,9.6,7.2,Flowering,Balanced,Balanced,0.0,0.0
34.1,29.7,0.327,3.4,2.4,7.8,24.0,Flowering,Deficient,Balanced,0.053,0.0
36.9,31.9,0.899,4.2,8.4,13.8,10.2,Flowering,Deficient,Balanced,0.342,0.0
29.4,36.2,0.987,6.9,3.6,16.8,30.0,Flowering,Deficient,Balanced,11.755,0.0
33.5,33.0,0.438,5.4,21.6,4.2,18.6,Flowering,Balanced,Balanced,0.0,0.0
26.8,31.7,0.724,8.7,9.0,0.6,16.2,Flowering,Balanced,Deficient,0.0,0.277
26.0,36.9,0.356,7.5,36.0,9.6,19.8,Flowering,Balanced,Balanced,0.0,0.0
37.5,30.2,0.544,8.4,30.6,17.4,22.2,Flowering,Balanced,Balanced,0.0,0.0
34.4,34.2,0.891,7.7,18.0,11.4,9.0,Flowering,Balanced,Balanced,0.0,0.0
34.6,33.5,0.64,6.6,46.8,16.8,1.8,Flowering,Balanced,Balanced,0.0,0.0
31.7,35.7,0.344,8.0,45.6,9.0,12.0,Flowering,Balanced,Balanced,0.0,0.0
37.5,31.7,0.709,8.8,37.2,14.4,27.6,Flowering,Balanced,Balanced,0.0,0.0
36.3,28.6,0.514,6.6,49.8,10.8,3.6,Flowering,Balanced,Balanced,0.0,0.0
33.0,32.0,0.178,5.8,28.2,14.4,12.6,Flowering,Balanced,Balanced,0.0,0.0
32.9,33.7,0.432,7.0,6.0,13.2,22.8,Flowering,Deficient,Balanced,11.021,0.0
33.3,31.9,0.73,4.7,16.2,11.4,24.0,Flowering,Deficient,Balanced,0.008,0.0
33.5,36.1,0.235,6.5,6.0,9.0,18.6,Flowering,Deficient,Balanced,15.207,0.0
31.8,31.6,0.548,5.3,44.4,9.6,1.2,Flowering,Balanced,Balanced,0.0,0.0
30.2,28.6,0.62,4.5,16.8,17.4,13.2,Flowering,Balanced,Balanced,0.0,0.0
36.0,34.2,0.169,7.6,52.8,12.6,25.2,Flowering,Balanced,Balanced,0.0,0.0
35.0,27.7,0.715,3.4,48.0,9.0,22.2,Flowering,Balanced,Balanced,0.0,0.0
32.6,32.8,0.332,7.3,48.6,16.8,9.6,Flowering,Balanced,Balanced,0.0,0.0
38.6,30.8,0.535,5.0,31.2,9.6,27.6,Flowering,Balanced,Balanced,0.0,0.0
34.8,29.8,0.482,6.5,26.4,0.6,29.4,Flowering,Balanced,Deficient,0.0,13.4
35.8,29.9,0.431,7.2,21.6,1.2,18.0,Flowering,Balanced,Deficient,0.0,7.735
35.5,30.0,0.616,8.1,48.6,13.8,26.4,Flowering,Balanced,Balanced,0.0,0.0
37.3,29.3,0.072,7.1,12.6,0.0,6.6,Flowering,Balanced,Deficient,0.0,13.524
29.7,28.9,0.068,7.5,50.4,12.6,19.8,Flowering,Balanced,Balanced,0.0,0.0
32.1,36.4,0.508,5.2,25.2,13.8,10.8,Flowering,Balanced,Balanced,0.0,0.0
32.7,29.6,0.491,7.3,12.6,9.6,13.2,Flowering,Deficient,Balanced,2.579,0.0
30.5,28.0,0.393,6.1,24.6,16.8,4.8,Flowering,Balanced,Balanced,0.0,0.0
30.1,29.7,0.784,8.2,48.6,1.8,17.4,Flowering,Balanced,Deficient,0.0,0.819
31.6,30.0,0.589,4.2,3.6,13.2,1.8,Flowering,Deficient,Balanced,0.631,0.0
32.7,28.1,0.401,6.5,11.4,4.8,7.8,Flowering,Deficient,Balanced,6.805,0.0
32.2,27.9,0.444,5.2,42.6,7.8,1.8,Flowering,Balanced,Balanced,0.0,0.0
28.9,32.5,0.626,4.7,11.4,4.8,9.0,Flowering,Deficient,Balanced,0.845,0.0
33.4,32.6,0.58,4.5,17.4,4.2,11.4,Flowering,Balanced,Balanced,0.0,0.0
30.5,29.2,0.17,4.7,44.4,3.0,3.6,Flowering,Balanced,Deficient,0.0,0.383
35.0,32.4,0.211,4.8,54.0,16.2,19.8,Flowering,Balanced,Balanced,0.0,0.0
30.6,28.3,0.056,3.7,34.8,2.4,6.0,Flowering,Balanced,Deficient,0.0,0.017
25.3,31.6,0.504,4.8,21.6,7.8,15.0,Flowering,Balanced,Balanced,0.0,0.0
25.8,30.8,0.145,5.5,21.6,16.2,25.2,Flowering,Balanced,Balanced,0.0,0.0
28.5,35.1,0.677,7.3,7.2,4.8,28.2,Flowering,Deficient,Balanced,5.939,0.0
37.9,29.2,0.147,8.4,4.2,0.0,21.0,Flowering,Deficient,Deficient,0.03,1.045
30.6,35.6,0.083,7.9,5.4,13.2,21.0,Flowering,Deficient,Balanced,2.281,0.0
36.2,35.5,0.08,4.6,7.2,1.8,9.6,Flowering,Deficient,Deficient,1.266,0.603
26.0,33.9,0.404,3.9,33.6,5.4,7.2,Flowering,Balanced,Balanced,0.0,0.0
27.1,28.1,0.022,8.3,16.8,4.2,19.8,Flowering,Balanced,Balanced,0.0,0.0
33.7,35.3,0.097,8.1,19.8,4.8,2.4,Flowering,Balanced,Balanced,0.0,0.0
29.2,32.5,0.145,8.7,9.0,3.0,0.6,Flowering,Deficient,Deficient,0.034,0.111
31.9,33.2,0.03,6.0,18.0,0.6,22.2,Flowering,Balanced,Deficient,0.0,12.754
34.3,36.6,0.442,4.0,15.6,9.6,8.4,Flowering,Deficient,Balanced,0.019,0.0
38.8,33.7,0.735,3.0,9.0,13.8,24.6,Flowering,Deficient,Balanced,0.005,0.0
27.9,32.3,0.196,6.9,42.6,12.6,25.8,Flowering,Balanced,Balanced,0.0,0.0
35.6,27.9,0.656,8.8,42.6,13.2,21.0,Flowering,Balanced,Balanced,0.0,0.0
27.4,28.3,0.687,4.4,27.6,17.4,24.6,Flowering,Balanced,Balanced,0.0,0.0
39.2,31.8,0.066,7.3,31.8,1.8,10.8,Flowering,Balanced,Deficient,0.0,6.159
30.2,33.7,0.074,5.6,11.4,5.4,28.8,Flowering,Deficient,Balanced,4.58,0.0
39.6,29.7,0.891,5.5,15.0,10.8,1.8,Flowering,Deficient,Balanced,0.773,0.0
30.1,30.9,0.765,4.9,54.0,13.8,19.2,Flowering,Balanced,Balanced,0.0,0.0
26.9,33.7,0.392,7.1,40.2,8.4,17.4,Flowering,Balanced,Balanced,0.0,0.0
34.1,28.8,0.708,6.2,7.2,17.4,8.4,Flowering,Deficient,Balanced,10.654,0.0
38.9,30.4,0.984,3.7,13.8,13.2,27.6,Flowering,Deficient,Balanced,0.021,0.0
38.4,34.4,0.168,7.1,19.2,9.6,9.6,Flowering,Balanced,Balanced,0.0,0.0
27.5,33.2,0.197,3.9,38.4,2.4,4.2,Flowering,Balanced,Deficient,0.0,0.037
34.9,35.6,0.566,5.3,,5.4,18.0,Flowering,Balanced,Balanced,0.0,0.0
,,,,,,,Flowering,Balanced,Balanced,0.0,0.0
55.0,22.0,0.585,8.1,6.6,1.8,11.4,Fruiting,Balanced,Deficient,0.0,3.191
84.0,19.9,0.759,7.4,9.0,3.0,1.8,Fruiting,Balanced,Deficient,0.0,9.49
64.4,15.4,0.783,8.7,27.0,3.0,2.4,Fruiting,Balanced,Deficient,0.0,0.403
77.1,21.2,0.755,3.6,9.0,1.8,11.4,Fruiting,Balanced,Deficient,0.0,0.031
64.0,14.7,0.08,7.0,16.8,5.4,0.6,Fruiting,Balanced,Deficient,0.0,10.256
78.2,24.8,0.126,5.3,22.2,4.2,3.6,Fruiting,Balanced,Deficient,0.0,5.652
57.6,17.2,0.524,4.6,18.6,4.2,2.4,Fruiting,Balanced,Deficient,0.0,0.907
66.7,21.0,0.193,8.5,18.0,4.2,2.4,Fruiting,Balanced,Deficient,0.0,0.75
56.9,25.2,0.868,3.8,10.8,3.0,0.6,Fruiting,Balanced,Deficient,0.0,0.057
78.7,18.4,0.824,4.3,1.2,5.4,7.2,Fruiting,Deficient,Deficient,0.405,0.216
57.7,26.3,0.487,3.6,33.6,2.4,11.4,Fruiting,Balanced,Deficient,0.0,0.031
57.0,21.3,0.421,4.8,27.0,3.0,3.6,Fruiting,Balanced,Deficient,0.0,2.139
73.1,19.8,0.231,3.8,25.2,4.2,9.6,Fruiting,Balanced,Deficient,0.0,0.057
67.4,19.7,0.879,4.0,31.2,3.6,0.6,Fruiting,Balanced,Deficient,0.0,0.114
71.0,18.4,0.86,4.0,37.8,4.2,1.2,Fruiting,Balanced,Deficient,0.0,0.1
58.9,25.8,0.82,7.1,27.0,5.4,8.4,Fruiting,Balanced,Deficient,0.0,7.172
62.2,18.7,0.253,3.7,21.0,4.2,4.2,Fruiting,Balanced,Deficient,0.0,0.037
87.2,21.8,0.204,8.6,10.2,5.4,7.2,Fruiting,Balanced,Deficient,0.0,0.383
57.6,19.3,0.657,7.2,42.0,2.4,6.6,Fruiting,Balanced,Deficient,0.0,14.171
62.1,26.6,0.718,5.6,28.8,0.6,10.8,Fruiting,Balanced,Deficient,0.0,14.042
50.8,22.6,0.84,6.2,43.2,2.4,4.8,Fruiting,Balanced,Deficient,0.0,17.879
88.9,23.8,0.507,5.8,0.6,3.0,10.8,Fruiting,Deficient,Deficient,3.296,13.509
66.9,23.3,0.066,8.7,3.0,3.0,0.0,Fruiting,Balanced,Deficient,0.0,0.522
85.8,26.3,0.415,6.4,40.2,4.8,2.4,Fruiting,Balanced,Deficient,0.0,13.417
72.2,21.2,0.053,6.9,43.8,4.8,10.2,Fruiting,Balanced,Deficient,0.0,13.388
56.7,23.1,0.288,4.8,38.4,1.2,6.0,Fruiting,Balanced,Deficient,0.0,3.0
86.2,16.9,0.631,7.0,12.6,5.4,3.0,Fruiting,Balanced,Deficient,0.0,8.48
63.6,24.4,0.395,5.5,9.6,3.0,8.4,Fruiting,Balanced,Deficient,0.0,9.449
86.1,25.7,0.733,5.7,0.0,1.8,7.8,Fruiting,Deficient,Deficient,2.325,13.447
89.4,19.7,0.732,4.1,40.8,3.0,2.4,Fruiting,Balanced,Deficient,0.0,0.201
74.7,19.2,0.794,8.5,31.8,1.2,11.4,Fruiting,Balanced,Deficient,0.0,1.036
50.1,14.9,0.786,8.3,20.4,2.4,10.2,Fruiting,Balanced,Deficient,0.0,1.564
78.7,23.5,0.222,3.6,24.0,3.0,11.4,Fruiting,Balanced,Deficient,0.0,0.031
84.2,17.3,0.368,7.6,11.4,6.0,7.2,Fruiting,Balanced,Deficient,0.0,3.506
82.9,23.2,0.602,6.8,23.4,2.4,0.0,Fruiting,Balanced,Deficient,0.0,19.81
86.2,19.3,0.856,5.2,13.2,3.0,0.0,Fruiting,Balanced,Deficient,0.0,4.567
70.7,25.2,0.156,7.0,8.4,2.4,3.6,Fruiting,Balanced,Deficient,0.0,20.437
78.2,16.1,0.711,4.9,12.6,4.8,0.6,Fruiting,Balanced,Deficient,0.0,1.629
69.8,22.8,0.679,5.3,31.8,0.0,0.6,Fruiting,Balanced,Deficient,0.0,9.408
89.7,20.4,0.795,6.8,19.2,0.6,4.8,Fruiting,Balanced,Deficient,0.0,23.824
62.6,25.6,0.804,7.1,3.6,4.8,0.6,Fruiting,Deficient,Deficient,1.272,8.723
65.8,27.0,0.447,8.0,45.0,3.6,3.6,Fruiting,Balanced,Deficient,0.0,3.097
78.9,15.4,0.627,7.6,0.0,5.4,8.4,Fruiting,Deficient,Deficient,1.901,4.012
50.7,14.9,0.106,3.2,15.6,1.2,1.8,Fruiting,Balanced,Deficient,0.0,0.006
80.5,23.5,0.581,4.8,20.4,5.4,7.2,Fruiting,Balanced,Deficient,0.0,1.1
82.6,16.5,0.453,4.6,5.4,3.0,10.8,Fruiting,Deficient,Deficient,0.111,1.204
64.9,14.8,0.749,3.5,18.6,0.6,1.8,Fruiting,Balanced,Deficient,0.0,0.023
54.8,21.6,0.67,5.1,12.6,3.6,3.0,Fruiting,Balanced,Deficient,0.0,3.559
77.4,16.1,0.827,7.5,37.2,4.2,6.6,Fruiting,Balanced,Deficient,0.0,6.135
53.3,16.2,0.479,7.3,7.8,6.0,3.0,Fruiting,Balanced,Deficient,0.0,5.258
89.6,21.5,0.502,8.1,15.6,0.6,5.4,Fruiting,Balanced,Deficient,0.0,3.904
71.4,19.5,0.124,3.3,25.2,2.4,8.4,Fruiting,Balanced,Deficient,0.0,0.008
81.3,26.1,0.149,4.6,31.2,1.2,5.4,Fruiting,Balanced,Deficient,0.0,1.786
56.3,21.9,0.898,7.0,16.8,3.0,7.8,Fruiting,Balanced,Deficient,0.0,13.793
